user_id_numfix,user_id,screen_name,bio,withheld_category,withheld_in_countries,withheld_ever,followers_count,following_count,signup_date,first_observed
'1096976022,1096976022,belizsanik,"Toplum kitlelere bölünüyor. Kitleler medyayla atılan kemiğin arkasından gidiyor. NEDEN asla birleşilemiyor ve bu kimlerin işine yarıyor, SORGULA! #Soma",withheld,TR,TR,5305,5396,2013-01-17,2017-10-04
'1103715715,1103715715,speropatria,The Vindex - International Socialism &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; If you support our work become a patron: https://t.co/W0zwSrkbuG,withheld,DE,DE,3397,195,2013-01-19,2017-10-02
'1112345178,1112345178,PineappleLvr23,Americans First. 🇺🇸 Islam is a death cult. ☠️ Leftism is a disease. 😷 We are in a battle for the future of our children and our childrens' children. 🛡,inactive,FR,FR,2842,2636,2013-01-22,2017-10-02
'1112981522,1112981522,Gotinfiros,This account has been withheld in: Turkey.,withheld,TR,TR,91,267,2013-01-23,2017-10-04
'1115175216,1115175216,NaturalOrder14,"卐 PRACA DLA POLAKÓW, WŁADZA DLA NARODU | SWÓJ DO SWEGO I PO SWOJE 卐 #NosWie #GojeWiedzą #SamoobronaNarodu #ŻydowskiMordKatyń #Internet_Nie_Bierze_Jeńców",withheld,DE,DE,121,254,2013-01-23,2017-10-02
'1118515620,1118515620,FuatAvni_ENG,FuatAvni Turkish : @FuatAvni Fuat Avni English: @FuatAvni_ENG whistleblower / ombudsman #FuatAvni #news #analysis #insider #decode #ombudsman,withheld,TR,TR,55033,469,2013-01-25,2017-10-03
'1125097482,1125097482,Nusra_Info,,withheld,RU,RU,611,672,2013-01-27,2017-10-16
'1135496646,1135496646,Piratenfrank,Keine Abschiebung ist illegal.,inactive,DE,DE,2833,2615,2013-01-30,2017-10-02
'1137779952,1137779952,halislevent,"Ey bizim Rabbimiz! Bizimle şu halkımız arasında Sen âdil hükmünü ver, haklı haksız açığa çıksın. Sen elbette hüküm verenlerin en iyisisin!",withheld,TR,TR,35283,26248,2013-01-31,2017-10-02
'1141924980,1141924980,hizbuttahrirhti,suport perjuangan hizbut tahrir mengembalikan kehidupan Islam melalui tegaknya Khilafah,withheld,RU,RU,148,0,2013-02-02,2017-10-16
'1158428161,1158428161,RojhelatInfo,"News from #Kurdistan, #Rojhelat, #Iran and #TwitterKurds",withheld,TR,TR,1504,0,2013-02-07,2017-10-03
'1161316430,1161316430,EuroGney,her biji gele kurd u kurdistan! em yekin! her biji partiya karkeren Kurdistan,withheld,TR,TR,420,1500,2013-02-08,2017-10-03
'1169420605,1169420605,melikhan2014,Behic Ferit Melikhan,withheld,TR,TR,7402,1999,2013-02-11,2017-10-02
'1170458268,1170458268,LionsOfRojava,"Dear past, thanks for all the lesson... Solcuyum devrimciyim ama aynı zamanda da faşist atatürkçüyüm diyenler tek kelime DEFOLUN !!!",withheld,TR,TR,1261,1432,2013-02-12,2017-10-03
'1189684484,1189684484,drejbra2,,withheld,TR,TR,2594,1062,2013-02-17,2017-10-03
'1191116444,1191116444,R1B_Haplogroup,Ruralista|Tribalista|Pagana,withheld,DE,DE,131,55,2013-02-17,2017-12-15
'1194599958,1194599958,nazi_official,Nazi Uber Alles!,withheld,DE,DE,4,13,2013-02-18,2017-10-16
'1198835713,1198835713,Zafer_Bizimdir,,inactive,TR,TR,1840,63,2013-02-19,2017-10-03
'1211909192,1211909192,ahmetkuralfans,This account has been withheld in: Turkey.,withheld,TR,TR,2304,2166,2013-02-23,2017-10-05
'1225412292,1225412292,Yunona100,😂,withheld,DE,DE,115,554,2013-02-27,2017-12-08
'1238622991,1238622991,M0V3design,I FUCKED WITH THE WRONG PEOPLE.,withheld,DE,DE,330,3,2013-03-03,2017-12-08
'1272921762,1272921762,ddeleteddddddd,This account has been withheld in: Russia.,withheld,RU,RU,4953,79,2013-03-16,2017-10-03
'1288644836,1288644836,amedbistuyekk,"Ey soluma düşen ince sızım, öyle tepkisiz kalma.. Yaktığın ''YÜREKTİR'', çıra değil....",withheld,TR,TR,677,1582,2013-03-22,2017-10-03
'1288647019,1288647019,azadizm,This account has been withheld in: Turkey.,withheld,TR,TR,5630,106,2013-03-22,2017-10-03
'1292580415,1292580415,byHelperYT,"17. Jugador de CS:GO de elite Profesional, Zomber, Músico. Desarrollador Java. L'UMP-45 amb silenciador ❤️😍. Afiliado de @Twitch. Creador de @ZarkCraftMC.",withheld,DE,DE,1650,483,2013-03-23,2017-10-16
'1295749147,1295749147,mollemopp,This account has been withheld in: Germany.,inactive,DE,DE,1630,233,2013-03-24,2017-10-02
'1311865598,1311865598,Redbeard1922,"Pro 2nd amendment , CSA , White Nationalist , Anti Immigration , Anti PC , Odinist",inactive,DE,DE,306,266,2013-03-28,2017-10-02
'1327447831,1327447831,Daglaradogru,This account has been withheld in: Turkey.,withheld,TR,TR,1336,1233,2013-04-04,2017-10-04
'1329815682,1329815682,hunter_lamm,"I am a European Nationalist, NatSoc, fitness enthusiast, weapons and martial enthusiast. Marine",inactive,DE,DE,167,45,2013-04-05,2017-10-02
'1340551610,1340551610,ElbiBach,Talmudic scholar and Jewish activist. Building bridges with the Goyim and seeking accountability and reparations for centuries of our oppression,withheld,DE,DE,208,1244,2013-04-09,2017-12-08
'1354978568,1354978568,kiwenkens,"Ein Volk, ein Reich, ein Führer",withheld,FR,FR,327,648,2013-04-15,2017-10-02
'1374185330,1374185330,Beastmode851,"#deutschitalienischerRusse, #patriot, #antiAntifa, #antiIslam, #antikapitalist, #antisystem",withheld,DE,DE,16,36,2013-04-23,2017-12-08
'1389439735,1389439735,HansHeimattreu,"Blond, Blauäugig, Arisch",withheld,DE,DE,11,47,2013-04-29,2017-12-08
'1390628462,1390628462,peterplume1985,We must secure the existence of our people and a future for white children.,withheld,DE,DE,984,304,2013-04-29,2017-10-02
'1394994842,1394994842,serxwes10,✌Bijî Kurdistan'a Serbixwe û Sosyalist✌ ✌Yaşasın Bağımsız ve Sosyalist Kürdistan✌,withheld,TR,TR,1086,969,2013-05-01,2017-10-03
'1400169241,1400169241,AlgunerhanGule1,Xaka Zêrîn...Tant qu'il y a de la lutte il y aura de l'espoir. Point barre! Bernama Rojbaş Kurdistan. کوه‌رده‌ستان,withheld,TR,TR,25727,4100,2013-05-03,2017-10-03
'1407124214,1407124214,JakobusKapet,If the holocaust happened then how come it didn't?,withheld,DE,DE,724,2373,2013-05-06,2017-10-02
'1414568456,1414568456,AryanSuperior,卐卐卐All for a white America卐卐卐 #WPWW #Conservative #Redneck #1488,inactive,DE + FR,DE + FR,3206,82,2013-05-09,2017-10-02
'1428114830,1428114830,HicazHaber,Turkish News أمال كبيرة وحقائق مريرة قراءة في الواقع التركي hicazbulten@gmail.com,withheld,TR,TR,8871,228,2013-05-14,2017-10-03
'1429283636,1429283636,ferfecirr_,☆legendary resistance☆,withheld,TR,TR,1767,1468,2013-05-15,2017-10-03
'1436356338,1436356338,ichbinlavaeva,"Deutschland über alles! Tourism guidance.Mythology,Archaeology,Artistry lover,traveler,musician,writer.",withheld,DE,DE,868,387,2013-05-17,2017-10-02
'1446916183,1446916183,HerrWolf89,,withheld,DE,DE,7,2,2013-05-21,2017-10-03
'1447296895,1447296895,Bear_Tack,Pro white NS Survivalist Instinct for species and racial preservation is ordained by nature.,withheld,FR,FR,1642,4559,2013-05-21,2017-10-02
'1451778230,1451778230,ChemsQueen,"Продажа легальных порошков, легальных наркотиков, легальных курительных смесей и каннабинойдов",withheld,RU,RU,0,1,2013-05-23,2017-10-04
'1455117540,1455117540,Kurd24M,Täglich aktuelle Informationen aus allen Teilen Kurdistans und aller Welt rund um das kurdische Volk - HIER bei Kurd24,withheld,TR,TR,33077,149,2013-05-24,2017-10-03
'1455611089,1455611089,barzanbaran,ZALIME KARSI CIKMAYAN VEYA SIRTINI DÖNEN ZALIMDEN YANADIR.,withheld,TR,TR,805,1533,2013-05-25,2017-10-03
'1465242439,1465242439,Niggerle,,withheld,DE,DE,1905,75,2013-05-28,2017-12-08
'1467566838,1467566838,HerveRyssen,Combattant de la liberté Opposant au gouvernement mondial,withheld,FR,FR,3607,32,2013-05-29,2017-10-02
'1468618784,1468618784,stones_lucy,Cuenta dedicada a la vida personal del personaje mas emblemático de la historia universal: Adolf Hitler. Todo es 100% verídico.también hay humor y vida personal,withheld,DE,DE,1618,1829,2013-05-30,2017-10-02
'1475796312,1475796312,HizbAmerica,"Official Twitter for Hizb ut-Tahrir the political party whose ideology is Islam, so politics is its work and Islam is its ideology.",withheld,RU,RU,1704,36,2013-06-01,2017-10-16
'1481526582,1481526582,axis_history,Memories of the National Socialism 1921-1945,withheld,DE,DE,1437,4,2013-06-04,2017-10-02
'1486184900,1486184900,AydnSahin58,"Yaşasın tam bağımsız Türkiye!Yaşasın Marksizm-Leninizm Yaşasın Türk ve Kürt halklarının bağımsızlık mücadelesi.Yaşasın işçiler,köylüler! Kahrolsun emperyalizm.!",withheld,TR,TR,7040,6825,2013-06-05,2017-10-03
'1491945516,1491945516,nazi1984hit,,withheld,DE,DE,72091,14139,2013-06-08,2017-10-03
'1493619222,1493619222,NuevoOrden77,"Nacional y Social, Idealista, como un Aguila: Fuerte Noble y Poderoso. 14 palabras",withheld,FR,FR,1033,344,2013-06-08,2017-10-02
'1493926051,1493926051,Irongear88,ger/eng ; Professional Shitposter ; Suizidgefährdet seit 1997 ; alt acc @irongear97 https://t.co/mmHf9HlIKa ; #Waifaxis,withheld,DE,DE,1086,521,2013-06-08,2017-10-03
'1512118374,1512118374,vavivo_,,withheld,TR,TR,624,937,2013-06-13,2017-10-04
'1523542447,1523542447,white_storm72,"Hail All Father ODIN! Just another soldier fighting for the 14 words! Force no friend, Fear no foe! One life, dedicated to National Socialism!",inactive,DE,DE,1257,809,2013-06-17,2017-10-02
'1528527474,1528527474,ataturk_t,,withheld,TR,TR,305,1,2013-06-18,2017-10-04
'1529159040,1529159040,g_sv9tik,Народжені Майданом! Загартовані Війною!,withheld,RU,RU,226,25,2013-06-19,2017-10-03
'1530736134,1530736134,Budur_Yani,"Mütercim, Editör / Hakk'a Kul, Hakikat'e Meftun",withheld,TR,TR,12841,76,2013-06-19,2017-10-03
'1534842866,1534842866,direnisteyizorg,direnisteyiz6. org,withheld,TR,TR,9071,627,2013-06-20,2017-10-03
'1536657750,1536657750,BirHakperest,"İstikamet, en büyük keramet... (Aktüaliteden uzak, sadece 'Kültür Mirasımızın Temel Kaynakları'na dair paylaşımlar)",withheld,TR,TR,21139,92,2013-06-21,2017-10-02
'1545592274,1545592274,ZamanHayatDemek,,withheld,TR,TR,3686,1586,2013-06-25,2017-10-02
'1552328994,1552328994,DmytroYarosh,Прес секретар Дмитра Яроша. Лідер політичної партії «Правий сектор» Народний депутат України.,withheld,RU,RU,1987,1839,2013-06-28,2017-10-03
'1554897007,1554897007,Aryan_Brother,Official Sanctioned Twitter of the Aryan Brotherhood,inactive,DE,DE,1116,94,2013-06-29,2017-10-02
